Instance,Income
114240,107620.2075552661
114241,82383.70133359078
114242,58952.801654724404
114243,115836.10178320017
114244,83854.15597411618
114245,113546.6200470496
114246,132118.77423720714
114247,163395.65093610808
114248,33474.81598133966
114249,88637.1922108978
114250,78381.13130725175
114251,46623.72486520279
114252,137256.70418924745
114253,78600.48773060832
114254,149247.2446786221
114255,120535.55701029394
114256,98487.65377125796
114257,75579.33756481204
114258,60399.83689343836
114259,165327.45086551458
114260,122349.8654055493
114261,159278.56782155763
114262,125183.97492120229
114263,112286.71015359275
114264,66657.50699153263
114265,32354.296919914894
114266,128338.88182117324
114267,135425.64823687263
114268,81717.18012889102
114269,131358.25108932238
114270,126366.88887671847
114271,117412.20357743837
114272,108249.8967038244
114273,64951.31866105646
114274,72611.17825642414
114275,129698.38676356059
114276,80259.33859982155
114277,68690.10304544028
114278,90464.179593103
114279,116462.53848617058
114280,80025.00267451908
114281,113257.85264291149
114282,111876.416393294
114283,127200.9855693113
114284,64559.41030357964
114285,76728.03625403997
114286,35163.96519550495
114287,106691.95492753666
114288,113252.70581879187
114289,109738.73685117532
114290,99419.49982917309
114291,93734.67869768385
114292,171835.6667633159
114293,126720.47634792142
114294,98282.69793938845
114295,82702.1459642509
114296,110724.54406321142
114297,89614.45333726984
114298,199788.1858222969
114299,123360.95188234374
114300,153476.04608694278
114301,53203.94109769724
114302,37576.892353772186
114303,37267.27037856355
114304,197522.3315319214
114305,153809.09011398442
114306,194229.1729783304
114307,80277.476000119
114308,135617.89473762363
114309,207263.2784419777
114310,131412.6219610013
114311,115946.72076307889
114312,181229.1605739724
114313,126535.74632006418
114314,98597.37161288038
114315,101907.82469912898
114316,163797.3120837491
114317,245050.887739636
114318,42168.224246567115
114319,167834.72744026594
114320,91434.77251505479
114321,162745.178914031
114322,89304.66508199926
114323,246652.70753778238
114324,89241.92838722654
114325,143962.43167971447
114326,153074.85615211446
114327,160568.78694426361
114328,60091.59298915323
114329,188988.18461602088
114330,66122.4391367035
114331,118581.90678239148
114332,113957.53298484348
114333,111608.84699055273
114334,79020.43178263493
114335,183124.32847729884
114336,83271.83190823346
114337,151445.34678035323
114338,85339.32702040486
114339,78310.20288207289
114340,86779.76376172435
114341,130013.83252659347
114342,108259.31919911597
114343,114829.28280678019
114344,96753.05300720036
114345,62207.44354052562
114346,99683.68010295182
114347,214721.8268612232
114348,28114.262636003084
114349,97700.02640467882
114350,134141.74570104107
114351,153933.36928593647
114352,56785.068295566365
114353,110520.32170443237
114354,166010.87538207322
114355,105936.63350122795
114356,77586.33710901625
114357,101063.58937426377
114358,74973.11862073
114359,152633.7436623769
114360,144500.4821444191
114361,55263.62323341146
114362,80178.47011341807
114363,69736.01063849963
114364,94254.78928393684
114365,129912.50221680943
114366,148850.3487822432
114367,123139.93275235221
114368,48607.572745228186
114369,69024.63584082853
114370,126408.18558755238
114371,66934.02079700679
114372,62721.87192839477
114373,101722.64217124786
114374,196481.92792960908
114375,128255.70158651192
114376,90901.45903277118
114377,86530.74472788628
114378,96559.16342406068
114379,44058.7014197791
114380,94014.21606386825
114381,125013.87793583702
114382,88363.39305424038
114383,117225.71814983059
114384,128085.351078392
114385,71790.2132024141
114386,82385.26440945081
114387,24789.296660547145
114388,126706.7780614756
114389,138787.63297710475
114390,184184.82101623714
114391,109863.33492685389
114392,117242.3684894843
114393,119061.35285106301
114394,175489.77886309382
114395,65191.37335135974
114396,110954.65049950313
114397,128071.05746388901
114398,108423.88733638544
114399,138681.13988351356
114400,145751.42625041492
114401,153571.41704194527
114402,128507.42497098912
114403,180445.74500824697
114404,97921.16468053404
114405,225834.48914291523
114406,154572.2818998238
114407,157978.9029450491
114408,167769.65471289866
114409,110499.1693191072
114410,76121.65647986904
114411,107069.7158754617
114412,40953.323604707606
114413,92363.87165998109
114414,68818.90336835291
114415,84231.38390824292
114416,107860.71528672054
114417,203765.95932932943
114418,24806.809152643196
114419,143775.8520144578
114420,143287.85489841644
114421,123277.56464758981
114422,32344.220545462333
114423,116337.25910016429
114424,159916.89359237533
114425,76705.35097908601
114426,110360.23290105164
114427,139078.64291455224
114428,163013.6430932628
114429,90423.95815826114
114430,38602.58789363038
114431,126853.93167314678
114432,36094.913140056655
114433,97238.86877944507
114434,124825.10731039569
114435,67578.2405944299
114436,47516.43647325691
114437,125115.25927621778
114438,49191.657515776344
114439,20707.25931597594
114440,78317.00563468598
114441,111220.5808386216
114442,113819.57554968633
114443,119727.2903981125
114444,163159.6971882349
114445,108638.79853011388
114446,65328.161789515056
114447,49518.00381961372
114448,32762.084993433207
114449,40944.43773142528
114450,171361.4378285613
114451,167446.476423298
114452,116704.19939569663
114453,141935.94123369176
114454,127088.83046120778
114455,174977.82256715838
114456,57221.92925507948
114457,161274.75149821304
114458,114240.22659469023
114459,63747.97007696796
114460,57004.5590961352
114461,119037.64786089491
114462,75589.77917309385
114463,36709.93885451928
114464,214312.02408440784
114465,140603.4759260295
114466,86916.39571752585
114467,189062.58781269193
114468,69624.64338866994
114469,179236.70557193737
114470,139269.0232193023
114471,78749.57488881797
114472,91428.78138498776
114473,90383.35024680942
114474,83690.510533656
114475,112187.78158982564
114476,153680.34304517414
114477,209827.52592990734
114478,96155.83774757851
114479,167845.41750793718
114480,122484.03632403072
114481,170394.35322330613
114482,52183.467534387484
114483,129532.89102827013
114484,101264.78655441944
114485,164285.07835830096
114486,88960.01985914167
114487,67999.28320502397
114488,95942.52158050891
114489,93963.9836566113
114490,128246.24608393479
114491,56139.26927989442
114492,87171.53241481818
114493,147789.7255080389
114494,105767.23312837724
114495,152207.25582167413
114496,94200.6176108094
114497,118826.8466388695
114498,149236.0905227596
114499,168753.46986782365
114500,156023.64687556773
114501,60133.00972031802
114502,74197.41726271715
114503,149295.63385987375
114504,60286.202398373745
114505,118627.95659311209
114506,75579.9395169476
114507,120802.40021117311
114508,167210.68052093033
114509,142623.61971959192
114510,223079.87906631082
114511,80168.04493226763
114512,154540.31468192395
114513,86369.95948519651
114514,144553.8736427026
114515,89982.5029988978
114516,44141.13710593246
114517,84881.83066586778
114518,101434.8344829958
114519,124329.40316629875
114520,67565.46614973806
114521,107814.63663188275
114522,156603.96916607302
114523,130444.56130397227
114524,150091.22645749338
114525,76904.35079688951
114526,60089.3692776151
114527,169626.93323199544
114528,134857.10655022785
114529,67379.2533159228
114530,92857.76723521762
114531,103887.29369614739
114532,70552.56388382334
114533,194302.87343666796
114534,134045.52655241545
114535,62374.92243924551
114536,120215.28493642621
114537,92119.99997863173
114538,79712.39567323774
114539,95079.87144977134
114540,92089.705455699
114541,114520.5220897412
114542,145931.47529977188
114543,102721.71810821537
114544,42468.865830750205
114545,122732.58926689718
114546,153858.81497416738
114547,97395.9824353233
114548,61135.7909387527
114549,61158.351429935545
114550,72498.39066821896
114551,117015.25977290515
114552,193016.1258321777
114553,80116.05251267087
114554,141729.95430620387
114555,102747.46222837828
114556,70764.06885645725
114557,95621.24261747114
114558,97887.72122056596
114559,106888.35342920385
114560,74267.60027299635
114561,27216.34249660466
114562,77547.99320302717
114563,212592.7124745706
114564,54388.30510425754
114565,135530.32756561972
114566,50050.6304240711
114567,149067.25270498265
114568,67359.4296774976
114569,70201.70119261276
114570,83277.92469572928
114571,228374.28388539888
114572,159287.55813942198
114573,169611.32060691994
114574,136281.40783430636
114575,145967.87454455625
114576,109541.97951901332
114577,130409.04712959751
114578,33144.55926797353
114579,41414.19239419978
114580,109519.88225271553
114581,87382.40317653306
114582,85353.77055997867
114583,162690.5913199652
114584,96571.7291967608
114585,87133.97823344916
114586,77310.16772601288
114587,71626.2802684661
114588,110051.79867993761
114589,73064.41040484142
114590,83898.79780708067
114591,172999.4992484171
114592,73711.07056843676
114593,129542.5097646229
114594,85869.2308627693
114595,117473.12271153554
114596,53753.84720131196
114597,131296.7057451671
114598,114648.64266930241
114599,129324.24355274625
114600,47995.874782850966
114601,100903.55559902545
114602,141565.4771225825
114603,105010.59614516329
114604,167831.54610443208
114605,137823.67685409356
114606,113157.83044661768
114607,72423.82947793324
114608,122614.14596444461
114609,85383.18192464765
114610,86679.78851322085
114611,109299.16052998882
114612,87913.25535808317
114613,69884.24032668117
114614,82866.81984246243
114615,161221.62216146383
114616,31024.734069461003
114617,145123.87578211538
114618,52936.499875829555
114619,152836.68452301994
114620,114736.86966767535
114621,43023.0452009961
114622,71056.95938997902
114623,48413.4323554812
114624,72712.61576907616
114625,95343.60014356393
114626,136217.70812341943
114627,116172.34039422031
114628,53509.62846800592
114629,116778.2605890343
114630,84309.9236937426
114631,141922.73245000374
114632,154637.35339303128
114633,122042.76449799817
114634,50645.33204657771
114635,150951.29653336667
114636,85520.6584999375
114637,120693.35822686087
114638,58999.7188386973
114639,136484.8383196378
114640,113312.94542939961
114641,47368.777927162126
114642,68067.10838708654
114643,153393.07356796134
114644,92458.01620889828
114645,78934.12381961104
114646,83812.08555666078
114647,114156.17370494921
114648,90662.46060141083
114649,120788.17194020934
114650,175878.88502408937
114651,38724.76987883914
114652,131024.33362056036
114653,91916.22211134061
114654,109507.45261269901
114655,59017.74483316392
114656,127968.02079917956
114657,77018.60993240308
114658,71360.33094594069
114659,121679.5764209684
114660,90581.70874659158
114661,164767.49315054622
114662,103198.37280736212
114663,123880.42217696272
114664,146207.0078280922
114665,178729.565341359
114666,162897.01344064716
114667,158102.84674470313
114668,29626.592964150943
114669,17022.452052270994
114670,53592.13350667339
114671,89213.00773733016
114672,48517.62314612139
114673,76670.52346999105
114674,128765.7080475241
114675,125623.17652574647
114676,66345.40364266746
114677,172843.00012307707
114678,167246.33316526562
114679,183432.97141450364
114680,66908.400439349
114681,174157.54994949978
114682,89600.34907721262
114683,103505.65178682283
114684,61219.671014074236
114685,205107.68938240875
114686,116771.52773451712
114687,97747.09913324937
114688,160656.8960785428
114689,121902.35480621923
114690,157384.08433314878
114691,120643.1352270944
114692,39823.26378251612
114693,162078.2818942424
114694,103858.89969027229
114695,111089.42824522499
114696,83697.78312311415
114697,139494.19940721244
114698,98426.84385170415
114699,62940.8878294481
114700,101682.91988540161
114701,90391.96405179426
114702,77701.35812175646
114703,86523.51907602977
114704,152177.64703425206
114705,155052.13649609126
114706,94896.6659244867
114707,169028.11402044166
114708,80523.2699393658
114709,88393.07057931833
114710,102512.97603879776
114711,75768.77158294339
114712,37896.70113048982
114713,130055.9109610971
114714,126717.40834907908
114715,159918.45372710656
114716,91580.14497791044
114717,149597.1554328138
114718,112561.84312719014
114719,58152.28873401787
114720,115138.29554430675
114721,161334.88412971795
114722,110315.1223437665
114723,79311.85783561319
114724,81941.61032804102
114725,95903.60425807536
114726,115411.5289242249
114727,189804.65003347117
114728,181318.7443352528
114729,103419.39286723547
114730,118205.45410367195
114731,53720.79339218419
114732,105734.0579222776
114733,110292.17654140759
114734,78992.64743275661
114735,15428.897398645058
114736,89538.80217410903
114737,113922.79226221237
114738,161905.2649149513
114739,240895.83576700743
114740,86124.65612362791
114741,90133.39257488493
114742,168711.59715706855
114743,37302.86527830642
114744,104689.565631642
114745,176281.17092605028
114746,164332.14838040434
114747,197255.84925743286
114748,56100.80317032151
114749,143240.08189640753
114750,86021.24321679678
114751,117886.86559555773
114752,120238.0527869882
114753,96429.48533933703
114754,113488.28767356463
114755,50113.92452547513
114756,84536.50510486215
114757,104215.49652940687
114758,124527.26601677667
114759,79971.6835551532
114760,77649.42275314592
114761,98044.39533297997
114762,138907.13268005755
114763,148093.24818361644
114764,102513.99655755702
114765,48181.61359198764
114766,153516.44222919736
114767,106839.44582232181
114768,138551.10621677618
114769,47009.92622070201
114770,102751.40105550736
114771,104953.21183877811
114772,148628.73293230124
114773,40334.658541215584
114774,190325.75768788066
114775,77759.95258729439
114776,49853.56585481763
114777,96302.98893659282
114778,123166.71584351733
114779,161763.3099533897
114780,83225.07923809905
114781,80400.86443220731
114782,115046.90727904066
114783,134125.51180448383
114784,132067.62969005294
114785,95066.06608418282
114786,119673.50291216839
114787,74153.22815613169
114788,113167.93767699972
114789,128773.55956831109
114790,156878.84220323432
114791,150715.0757184876
114792,160505.22942551877
114793,15124.40688368585
114794,89902.35527230613
114795,100806.18581608776
114796,64410.48703596834
114797,90236.18415105157
114798,101208.67720958497
114799,94031.92172169778
114800,104747.08709197957
114801,159253.0324236527
114802,182795.2705162866
114803,91989.74443316646
114804,186588.40084592812
114805,170429.1201030882
114806,105573.37594971433
114807,59101.64258975908
114808,164495.73118450865
114809,104392.75177371968
114810,103349.3388287276
114811,131223.18149217963
114812,147188.40876847506
114813,280934.9649032429
114814,113890.20181527175
114815,115992.49811274
114816,94234.77677297313
114817,93749.4621616602
114818,75121.51456970721
114819,57908.587386918254
114820,168361.48992482573
114821,138207.9612736432
114822,145919.33932028245
114823,79795.05593619589
114824,123228.37051640544
114825,108209.94914161228
114826,174532.93226882908
114827,201576.90569488704
114828,66669.4619497899
114829,67817.48173469305
114830,71550.30881178472
114831,74440.20720235724
114832,101535.6207222892
114833,112237.34012448136
114834,89968.84068169631
114835,69617.95273242146
114836,130741.00629138201
114837,126730.00223053526
114838,125192.17810684908
114839,86009.40726745967
114840,197428.78007704113
114841,54343.76934094541
114842,82087.39822555706
114843,120463.40059415996
114844,105625.51221960038
114845,144813.56094364356
114846,101850.64024063572
114847,100597.87679221854
114848,43517.859371095896
114849,96045.85832067579
114850,52726.34837169852
114851,165981.47544815205
114852,108545.52154226135
114853,62021.46829245053
114854,93978.13194772042
114855,135037.2089566607
114856,45900.69275345933
114857,35458.31986891106
114858,178469.19217786845
114859,82614.28724037576
114860,142422.99947116617
114861,134055.1484572068
114862,165197.20932717435
114863,162191.41003147513
114864,72197.98177860864
114865,110338.6070241686
114866,57372.829128282145
114867,94865.83265601657
114868,164887.3448483823
114869,54131.67710063327
114870,187108.56862680893
114871,91431.6886920929
114872,98751.81737429649
114873,60564.03206582647
114874,127112.40858501941
114875,99476.0376205761
114876,54195.90922268294
114877,153448.27912236936
114878,84723.63517979346
114879,88143.27312668785
114880,55840.32618050836
114881,92083.16866778489
114882,87911.03143015504
114883,110299.90677748434
114884,94588.09090233687
114885,123072.83654631581
114886,116410.51712580025
114887,40143.267325393856
114888,166721.69371397514
114889,118673.91879232414
114890,121518.4890869772
114891,37895.752627628855
114892,109255.03510045633
114893,113694.06732317805
114894,84260.03286436014
114895,146872.89828924462
114896,102869.3517266456
114897,81651.38984340988
114898,47984.11645158846
114899,175252.8495476814
114900,78576.64269890543
114901,97486.82911326084
114902,120140.59456971474
114903,146900.3498293711
114904,152777.09180760756
114905,102002.97355942614
114906,106894.5040592961
114907,61507.663796902634
114908,108232.10636589117
114909,76672.14034222811
114910,113969.02153470553
114911,168281.60007091518
114912,63399.476500184275
114913,144719.44778618868
114914,95593.3970700344
114915,151307.5132425623
114916,75382.67737152241
114917,92250.2826228803
114918,160717.05263767578
114919,121795.80551098008
114920,122385.25846891571
114921,108597.27579904255
114922,102837.81572912727
114923,144245.34154277388
114924,105799.22880251892
114925,151100.58115017973
114926,61947.71836599428
114927,76922.89419088047
114928,20289.56174821593
114929,81004.311226435
114930,87013.44394811057
114931,105308.71970594488
114932,125116.84533098526
114933,95979.76519435085
114934,73159.67464004643
114935,126111.02954262868
114936,101070.05964307114
114937,92083.46881125681
114938,137324.93585558515
114939,136709.64828628954
114940,211721.88883023243
114941,83097.86094552465
114942,160824.13316596765
114943,104803.56662941072
114944,135398.1995611079
114945,194486.7360900659
114946,104002.50004244596
114947,64989.60601671785
114948,162102.49137186818
114949,46724.70482184179
114950,80824.38043890055
114951,138952.84925676696
114952,110438.32423908077
114953,66938.43270414788
114954,34416.883785396814
114955,168624.14393855166
114956,139778.16879474279
114957,67562.39195255749
114958,155655.30649656337
114959,95806.99190449342
114960,86258.85144420061
114961,80276.59099363536
114962,126947.16612573527
114963,76976.851313564
114964,75680.8845692249
114965,156066.23286726046
114966,110680.98444479331
114967,105192.22056944575
114968,131161.56486015208
114969,135511.30071722623
114970,103290.60053298995
114971,122839.26072731894
114972,72002.52956586797
114973,49579.21342359949
114974,87133.27719520777
114975,52893.98532492481
114976,112880.24343407806
114977,68235.31855236925
114978,47165.69132151175
114979,141225.38963273074
114980,95886.41315008607
114981,151721.787712859
114982,168747.29768499546
114983,98909.53810352273
114984,51681.50461774878
114985,135124.17732444964
114986,117430.57307580765
114987,138382.98252495937
114988,96784.20480637159
114989,155923.93260915484
114990,82524.59248684812
114991,92702.44791814126
114992,156901.43638515286
114993,90227.34652072284
114994,175371.06554140244
114995,124299.22612237837
114996,72933.08152111154
114997,115844.29773954954
114998,54660.97444293462
114999,121073.12311196886
115000,111745.58502282109
115001,95741.25646429136
115002,31059.173308524303
115003,44251.43888699915
115004,128399.55679808836
115005,107318.986062577
115006,157272.0463593267
115007,187787.99766483158
115008,80375.96223309729
115009,132256.05968529917
115010,69164.25866242032
115011,32935.110259643756
115012,160037.13673021086
115013,58597.59399508219
115014,117320.80517538637
115015,21439.49693132937
115016,63121.919093149714
115017,145922.32998250797
115018,195324.2062299028
115019,122416.75497866329
115020,58782.300652684644
115021,62888.45186532289
115022,140485.2656113552
115023,150006.37800456583
115024,117396.48820341937
115025,169426.01150042005
115026,91592.97216450982
115027,94366.47639671806
115028,107108.53264835011
115029,101560.4993062783
115030,163966.839455734
115031,113837.16531587578
115032,65914.84486729838
115033,47505.84250010084
115034,195498.1173627479
115035,69043.51168200653
115036,111322.8428768143
115037,97342.17373940349
115038,166279.05105085112
115039,103087.69762006681
115040,88003.9844917478
115041,99523.27414524369
115042,196939.98703729827
115043,124133.90099390224
115044,101793.28154792916
115045,44428.28512183577
115046,76975.43416947406
115047,87150.89519267716
115048,61322.57593906764
115049,96213.77827411983
115050,105502.79246983211
115051,166981.4186362205
115052,138440.9751843512
115053,101173.03909632657
115054,138384.7235231828
115055,87829.98017000314
115056,105232.49126911629
115057,181947.65264859982
115058,89260.89861294907
115059,100255.12911355216
115060,115014.58871973678
115061,143280.79334539548
115062,115086.56878618803
115063,81823.84936501924
115064,91500.64695977513
115065,141725.60183956008
115066,129023.37515158392
115067,100482.05238709599
115068,114497.90709104016
115069,125445.16205623467
115070,134893.53294025268
115071,53769.46829391178
115072,65519.215752504766
115073,114289.51806933992
115074,133316.00439682323
115075,179274.28719211556
115076,139619.4348112857
115077,84335.3490813775
115078,140139.27274398692
115079,121677.73477059882
115080,115440.02447832376
115081,113772.24054102786
115082,166630.19206488598
115083,103950.91108545288
115084,107579.51662331447
115085,107909.84537075926
115086,94761.5912270993
115087,106821.20672492776
115088,144050.15549843945
115089,70680.6298799226
115090,126563.00575906038
115091,89660.55824655388
115092,101380.12451407034
115093,39424.57782524638
115094,129912.8657130422
115095,94535.15806915238
115096,113409.46440925449
115097,107449.82639554422
115098,140358.0381685663
115099,105442.11939770356
115100,86768.25441622175
115101,90095.79058444593
115102,53471.39515576698
115103,150138.56957483944
115104,119838.72301774751
115105,189153.27929908317
115106,57822.87349924911
115107,40723.17015723139
115108,128015.12993160542
115109,168102.4328079298
115110,98884.458522534
115111,119693.54396680929
115112,46077.58180364221
115113,33216.382323806174
115114,77400.05117800459
115115,62584.93403302878
115116,84811.56531971507
115117,78636.28388469666
115118,123732.96122290567
115119,83603.33829916827
115120,65810.43033563346
115121,143376.0722272219
115122,48826.93027652986
115123,153266.29583991598
115124,89226.30131171271
115125,87845.77597625554
115126,100327.33276572637
115127,-978.406601251103
115128,88828.3662495017
115129,67463.21456529759
115130,84193.60257419106
115131,153204.8831009334
115132,85231.94989795983
115133,51843.69695455767
115134,85779.02008816134
115135,143637.61554076895
115136,170239.91741319653
115137,123075.33040567022
115138,88121.59225232061
115139,156673.56672603637
115140,112830.41342269816
115141,115146.42961101886
115142,65866.3599914806
115143,121889.8194864206
115144,62296.85008644592
115145,55867.540919170715
115146,81161.67214558646
115147,70111.34149235953
115148,80531.35195027944
115149,31016.496744813398
115150,38242.30501466524
115151,157093.3960712077
115152,168318.22484409995
115153,72669.40349613596
115154,117767.41860930435
115155,114642.97077459097
115156,115271.21945267916
115157,98076.34515875857
115158,87926.5329969395
115159,131699.97370928247
115160,89932.9858422419
115161,194487.98628634866
115162,139364.580680619
115163,57786.982188178226
115164,67565.42208234221
115165,113609.70527665783
115166,59974.246799167246
115167,137117.76160384621
115168,201179.74831657764
115169,78196.60110134725
115170,196157.39543922246
115171,132878.71467069816
115172,40287.06379190367
115173,85566.59314115252
115174,46746.4109020764
115175,137359.61434564088
115176,84471.17040211987
115177,90288.03303223383
115178,78823.06955215335
115179,83093.98584049102
115180,117860.23847099859
115181,109277.61370658409
115182,137401.59844135027
115183,193607.78990599886
115184,139500.031187376
115185,68713.79320381302
115186,153555.45390746184
115187,88525.88324216101
115188,156462.88181440905
115189,59642.38894809596
115190,59138.651474309154
115191,153777.91175153945
115192,123570.85136973113
115193,29164.43596298434
115194,164614.2039120039
115195,62545.36788039841
115196,105293.1872691419
115197,169503.89614658337
115198,71031.42734920792
115199,137013.2535915887
115200,77243.89607690461
115201,87066.61672850698
115202,176439.50096311234
115203,75094.0180470068
115204,36871.60454635974
115205,146769.1046295287
115206,82740.19321346842
115207,164346.1080280468
115208,133057.0027304152
115209,95365.63459745981
115210,62649.963840954006
115211,141618.45887098555
115212,94340.26332723256
115213,75408.02325223293
115214,199322.64597578906
115215,75423.58269378543
115216,113030.32388178445
115217,101777.83373148553
115218,134732.08565820102
115219,115544.39062319417
115220,108223.33265554626
115221,109875.90092412755
115222,82428.99093436264
115223,89712.28376487643
115224,178348.8060084805
115225,197656.10508577246
115226,141051.4585139705
115227,148955.2079871092
115228,121347.89692410827
115229,126231.3870384153
115230,57660.96689731721
115231,144620.65470552072
115232,98454.96303256694
115233,93035.27487434726
115234,180139.3098934181
115235,68911.80792584829
115236,75222.2922257334
115237,20928.773083281703
115238,51563.07017590199
115239,85781.99831926078
115240,114420.47089036833
115241,174021.47512190416
115242,95068.88293885347
115243,147764.46560561564
115244,194940.0401767632
115245,99067.15367591754
115246,119754.98442473356
115247,200462.3445713343
115248,133066.62776000611
115249,213954.16444611084
115250,72822.42321440578
115251,152694.1244660886
115252,208377.20731904265
115253,184616.61781290732
115254,111115.57397307828
115255,119659.78689424507
115256,80833.7343173381
115257,168064.34114693385
115258,95165.89575559925
115259,122720.47715222742
115260,91230.10531857796
115261,116633.03685137443
115262,97874.2884350596
115263,93067.57783791516
115264,49451.66979148332
115265,204537.8164046947
115266,96065.9123776406
115267,135953.85648722574
115268,112247.98531324416
115269,133687.09214290604
115270,95579.58038947918
115271,121079.09018467646
115272,79368.933492993
115273,136584.29808687232
115274,165276.01158312242
115275,145922.92039325088
115276,104632.15987882297
115277,114944.84093205445
115278,132609.6260346286
115279,104061.79107196443
115280,155516.80411151517
115281,157384.3812089637
115282,207557.1955645196
115283,75205.27648591157
115284,111662.42046722863
115285,109546.85760390013
115286,103394.67325652018
115287,53505.800637652166
115288,166263.00636253133
115289,153519.7688834006
115290,78602.20748077985
115291,176383.14626128972
115292,121930.51599984244
115293,84949.85975461267
115294,109569.58514478058
115295,90655.8001975473
115296,79726.58430471271
115297,138667.0158381844
115298,164951.2245061556
115299,68243.60673480108
115300,145925.36512914207
115301,109718.31509684771
115302,99613.17367190402
115303,147205.85861155204
115304,166403.46476737782
115305,119225.32230612077
115306,89629.07475830428
115307,63099.357014915906
115308,111122.08307295386
115309,222720.4338398408
115310,153578.44505824056
115311,27557.211068465374
115312,205739.23241883796
115313,158394.11043443903
115314,68048.37369689532
115315,125046.11009764578
115316,38132.36843966786
115317,58474.373271038756
115318,216353.15462264977
115319,1333.4576382609084
115320,36887.63173315022
115321,184242.72360232752
115322,197510.90111374762
115323,113640.9542220207
115324,188874.41525136866
115325,103011.13247463759
115326,126684.52755782567
115327,71773.5388889825
115328,150556.33016178478
115329,113613.05904757418
115330,126514.20887104888
115331,121997.31635362096
115332,164462.19575902075
115333,179538.179669342
115334,21449.72287108656
115335,105486.82074221037
115336,20302.18449462205
115337,86746.21494300384
115338,77038.23340502288
115339,109398.47064270452
115340,69368.40273403563
115341,109731.4634918524
115342,170381.31274511386
115343,172089.2642548317
115344,144765.49572443217
115345,136169.39360657893
115346,52516.87137592677
115347,133254.30300918967
115348,87929.28297504596
115349,119381.42975316942
115350,91775.9077884946
115351,141132.8917104425
115352,173379.5357162971
115353,155137.44624825753
115354,111966.63240669947
115355,44705.72401088104
115356,107848.85880170763
115357,117866.2270701062
115358,120474.93830093835
115359,112827.15981918667
115360,152898.47610911448
115361,72661.83298050798
115362,133248.7425976172
115363,31209.42250499502
115364,85175.44776119757
115365,85606.09222119581
115366,111895.03066516947
115367,183671.25314005464
115368,62094.57841246016
115369,107278.41572827566
115370,46348.91410888545
115371,78923.86111337971
115372,142286.9773230441
115373,191446.22075117566
115374,116551.32830353174
115375,88316.42792845424
115376,60543.57017086726
115377,122028.66231293231
115378,111652.06422457378
115379,121087.26408087555
115380,113133.46443298273
115381,127877.91911210772
115382,129341.21935351379
115383,83916.2543090703
115384,101732.09682726115
115385,140998.97376906592
115386,51885.97713526711
115387,115178.63848998025
115388,162038.93940421473
115389,178730.41805371642
115390,96360.24631504901
115391,130866.77172821667
115392,21868.9702694593
115393,152179.34900178853
115394,126286.46764491964
115395,139537.92671841662
115396,94226.32800193783
115397,104071.8104948448
115398,116405.19036234729
115399,77801.63159040362
115400,164374.315115463
115401,161277.24525062554
115402,124352.74579392001
115403,82608.7040013615
115404,153474.05340153817
115405,125139.63592759147
115406,110197.7303355094
115407,144853.31196637824
115408,130286.61629462242
115409,119454.94752216712
115410,104435.2662676815
115411,151447.06861009356
115412,49379.39236407541
115413,81051.63036946207
115414,93946.00431108568
115415,67922.0661030868
115416,75558.20830988046
115417,142621.43456370942
115418,95442.60768497828
115419,35747.137782528065
115420,114963.1439962862
115421,128126.58663965203
115422,35491.98138111271
115423,167930.92327783816
115424,35862.974566007964
115425,93957.90578323603
115426,92613.72488725558
115427,48828.374345692806
115428,68938.60161428154
115429,152558.6499897577
115430,103183.19710329268
115431,46512.884120028466
115432,84190.50034539122
115433,165692.92820254434
115434,65029.38320815191
115435,57102.43374130782
115436,99216.00719827227
115437,77377.39888095949
115438,157923.50316104013
115439,100683.29337103385
115440,120726.76177079324
115441,74652.0157028297
115442,123678.35504799895
115443,117082.65461305529
115444,100702.09025545698
115445,139491.2983159991
115446,140857.01047955547
115447,102838.33986339811
115448,89084.59213354625
115449,174532.02332917694
115450,84956.98427621834
115451,125531.97614750452
115452,78170.18062312994
115453,85630.35616278742
115454,182259.07721389178
115455,157225.388512576
115456,121178.17755569238
115457,219628.49325177632
115458,128838.03297545575
115459,85131.00963621773
115460,114791.65623300616
115461,65273.12148238253
115462,107659.24652220216
115463,100048.28215284273
115464,129713.99803392868
115465,45841.271256345324
115466,153747.34071957972
115467,234611.03794803098
115468,133956.52965290193
115469,123739.12712568603
115470,94223.74472084641
115471,96308.28558809962
115472,100703.02332660649
115473,127104.18767905608
115474,116870.31706685666
115475,70002.7821887657
115476,178928.42924483027
115477,123049.80511225574
115478,102044.26053091884
115479,179634.06207238417
115480,44526.254463409074
115481,132277.1905419845
115482,77806.44438215438
115483,75528.0833037151
115484,116806.78161658905
115485,174331.26943345554
115486,73338.91513818968
115487,60300.61069250014
115488,106708.59882720001
115489,76462.49530814122
115490,61199.717043899
115491,67964.44916092511
115492,96476.41686483193
115493,82883.09745800868
115494,100764.33196814358
115495,149437.54611674976
115496,78860.48592390493
115497,53805.12627455592
115498,80439.54779536091
115499,59253.38563678041
115500,127728.97677973472
115501,114522.48178028502
115502,148756.78758894093
115503,173996.2819568226
115504,70120.67829470988
115505,127236.10169508308
115506,84605.93555557542
115507,85322.73732734006
115508,34186.295556670055
115509,197679.1099391533
115510,68816.26398087945
115511,107226.18650326971
115512,42699.877049916424
115513,102353.76805930492
